Frame	Phase
38940	CalotTriangleDissection
38941	CalotTriangleDissection
38942	CalotTriangleDissection
38943	CalotTriangleDissection
38944	CalotTriangleDissection
38945	CalotTriangleDissection
38946	CalotTriangleDissection
38947	CalotTriangleDissection
38948	CalotTriangleDissection
38949	CalotTriangleDissection
38950	CalotTriangleDissection
38951	CalotTriangleDissection
38952	CalotTriangleDissection
38953	CalotTriangleDissection
38954	CalotTriangleDissection
38955	CalotTriangleDissection
38956	CalotTriangleDissection
38957	CalotTriangleDissection
38958	CalotTriangleDissection
38959	CalotTriangleDissection
38960	CalotTriangleDissection
38961	CalotTriangleDissection
38962	CalotTriangleDissection
38963	CalotTriangleDissection
38964	CalotTriangleDissection
38965	CalotTriangleDissection
38966	CalotTriangleDissection
38967	CalotTriangleDissection
38968	CalotTriangleDissection
38969	CalotTriangleDissection
38970	CalotTriangleDissection
38971	CalotTriangleDissection
38972	CalotTriangleDissection
38973	CalotTriangleDissection
38974	CalotTriangleDissection
38975	CalotTriangleDissection
38976	CalotTriangleDissection
38977	CalotTriangleDissection
38978	CalotTriangleDissection
38979	CalotTriangleDissection
38980	CalotTriangleDissection
38981	CalotTriangleDissection
38982	CalotTriangleDissection
38983	CalotTriangleDissection
38984	CalotTriangleDissection
38985	CalotTriangleDissection
38986	CalotTriangleDissection
38987	CalotTriangleDissection
38988	CalotTriangleDissection
38989	CalotTriangleDissection
38990	CalotTriangleDissection
38991	CalotTriangleDissection
38992	CalotTriangleDissection
38993	CalotTriangleDissection
38994	CalotTriangleDissection
38995	CalotTriangleDissection
38996	CalotTriangleDissection
38997	CalotTriangleDissection
38998	CalotTriangleDissection
38999	CalotTriangleDissection
39000	CalotTriangleDissection
39001	CalotTriangleDissection
39002	CalotTriangleDissection
39003	CalotTriangleDissection
39004	CalotTriangleDissection
39005	CalotTriangleDissection
39006	CalotTriangleDissection
39007	CalotTriangleDissection
39008	CalotTriangleDissection
39009	CalotTriangleDissection
39010	CalotTriangleDissection
39011	CalotTriangleDissection
39012	CalotTriangleDissection
39013	CalotTriangleDissection
39014	CalotTriangleDissection
39015	CalotTriangleDissection
39016	CalotTriangleDissection
39017	CalotTriangleDissection
39018	CalotTriangleDissection
39019	CalotTriangleDissection
39020	CalotTriangleDissection
39021	CalotTriangleDissection
39022	CalotTriangleDissection
39023	CalotTriangleDissection
39024	CalotTriangleDissection
39025	CalotTriangleDissection
39026	CalotTriangleDissection
39027	CalotTriangleDissection
39028	CalotTriangleDissection
39029	CalotTriangleDissection
39030	CalotTriangleDissection
39031	CalotTriangleDissection
39032	CalotTriangleDissection
39033	CalotTriangleDissection
39034	CalotTriangleDissection
39035	CalotTriangleDissection
39036	CalotTriangleDissection
39037	CalotTriangleDissection
39038	CalotTriangleDissection
39039	CalotTriangleDissection
39040	CalotTriangleDissection
39041	CalotTriangleDissection
39042	CalotTriangleDissection
39043	CalotTriangleDissection
39044	CalotTriangleDissection
39045	CalotTriangleDissection
39046	CalotTriangleDissection
39047	CalotTriangleDissection
39048	CalotTriangleDissection
39049	CalotTriangleDissection
39050	CalotTriangleDissection
39051	CalotTriangleDissection
39052	CalotTriangleDissection
39053	CalotTriangleDissection
39054	CalotTriangleDissection
39055	CalotTriangleDissection
39056	CalotTriangleDissection
39057	CalotTriangleDissection
39058	CalotTriangleDissection
39059	CalotTriangleDissection
39060	CalotTriangleDissection
39061	CalotTriangleDissection
39062	CalotTriangleDissection
39063	CalotTriangleDissection
39064	CalotTriangleDissection
39065	CalotTriangleDissection
39066	CalotTriangleDissection
39067	CalotTriangleDissection
39068	CalotTriangleDissection
39069	CalotTriangleDissection
39070	CalotTriangleDissection
39071	CalotTriangleDissection
39072	CalotTriangleDissection
39073	CalotTriangleDissection
39074	CalotTriangleDissection
39075	CalotTriangleDissection
39076	CalotTriangleDissection
39077	CalotTriangleDissection
39078	CalotTriangleDissection
39079	CalotTriangleDissection
39080	CalotTriangleDissection
39081	CalotTriangleDissection
39082	CalotTriangleDissection
39083	CalotTriangleDissection
39084	CalotTriangleDissection
39085	CalotTriangleDissection
39086	CalotTriangleDissection
39087	CalotTriangleDissection
39088	CalotTriangleDissection
39089	CalotTriangleDissection
39090	CalotTriangleDissection
39091	CalotTriangleDissection
39092	CalotTriangleDissection
39093	CalotTriangleDissection
39094	CalotTriangleDissection
39095	CalotTriangleDissection
39096	CalotTriangleDissection
39097	CalotTriangleDissection
39098	CalotTriangleDissection
39099	CalotTriangleDissection
39100	CalotTriangleDissection
39101	CalotTriangleDissection
39102	CalotTriangleDissection
39103	CalotTriangleDissection
39104	CalotTriangleDissection
39105	CalotTriangleDissection
39106	CalotTriangleDissection
39107	CalotTriangleDissection
39108	CalotTriangleDissection
39109	CalotTriangleDissection
39110	CalotTriangleDissection
39111	CalotTriangleDissection
39112	CalotTriangleDissection
39113	CalotTriangleDissection
39114	CalotTriangleDissection
39115	CalotTriangleDissection
39116	CalotTriangleDissection
39117	CalotTriangleDissection
39118	CalotTriangleDissection
39119	CalotTriangleDissection
39120	CalotTriangleDissection
39121	CalotTriangleDissection
39122	CalotTriangleDissection
39123	CalotTriangleDissection
39124	CalotTriangleDissection
39125	CalotTriangleDissection
39126	CalotTriangleDissection
39127	CalotTriangleDissection
39128	CalotTriangleDissection
39129	CalotTriangleDissection
39130	CalotTriangleDissection
39131	CalotTriangleDissection
39132	CalotTriangleDissection
39133	CalotTriangleDissection
39134	CalotTriangleDissection
39135	CalotTriangleDissection
39136	CalotTriangleDissection
39137	CalotTriangleDissection
39138	CalotTriangleDissection
39139	CalotTriangleDissection
39140	CalotTriangleDissection
39141	CalotTriangleDissection
39142	CalotTriangleDissection
39143	CalotTriangleDissection
39144	CalotTriangleDissection
39145	CalotTriangleDissection
39146	CalotTriangleDissection
39147	CalotTriangleDissection
39148	CalotTriangleDissection
39149	CalotTriangleDissection
39150	CalotTriangleDissection
39151	CalotTriangleDissection
39152	CalotTriangleDissection
39153	CalotTriangleDissection
39154	CalotTriangleDissection
39155	CalotTriangleDissection
39156	CalotTriangleDissection
39157	CalotTriangleDissection
39158	CalotTriangleDissection
39159	CalotTriangleDissection
39160	CalotTriangleDissection
39161	CalotTriangleDissection
39162	CalotTriangleDissection
39163	CalotTriangleDissection
39164	CalotTriangleDissection
39165	CalotTriangleDissection
39166	CalotTriangleDissection
39167	CalotTriangleDissection
39168	CalotTriangleDissection
39169	CalotTriangleDissection
39170	CalotTriangleDissection
39171	CalotTriangleDissection
39172	CalotTriangleDissection
39173	CalotTriangleDissection
39174	CalotTriangleDissection
39175	CalotTriangleDissection
39176	CalotTriangleDissection
39177	CalotTriangleDissection
39178	CalotTriangleDissection
39179	CalotTriangleDissection
39180	CalotTriangleDissection
39181	CalotTriangleDissection
39182	CalotTriangleDissection
39183	CalotTriangleDissection
39184	CalotTriangleDissection
39185	CalotTriangleDissection
39186	CalotTriangleDissection
39187	CalotTriangleDissection
39188	CalotTriangleDissection
39189	CalotTriangleDissection
39190	CalotTriangleDissection
39191	CalotTriangleDissection
39192	CalotTriangleDissection
39193	CalotTriangleDissection
39194	CalotTriangleDissection
39195	CalotTriangleDissection
39196	CalotTriangleDissection
39197	CalotTriangleDissection
39198	CalotTriangleDissection
39199	CalotTriangleDissection
39200	CalotTriangleDissection
39201	CalotTriangleDissection
39202	CalotTriangleDissection
39203	CalotTriangleDissection
39204	CalotTriangleDissection
39205	CalotTriangleDissection
39206	CalotTriangleDissection
39207	CalotTriangleDissection
39208	CalotTriangleDissection
39209	CalotTriangleDissection
39210	CalotTriangleDissection
39211	CalotTriangleDissection
39212	CalotTriangleDissection
39213	CalotTriangleDissection
39214	CalotTriangleDissection
39215	CalotTriangleDissection
39216	CalotTriangleDissection
39217	CalotTriangleDissection
39218	CalotTriangleDissection
39219	CalotTriangleDissection
39220	CalotTriangleDissection
39221	CalotTriangleDissection
39222	CalotTriangleDissection
39223	CalotTriangleDissection
39224	CalotTriangleDissection
39225	CalotTriangleDissection
39226	CalotTriangleDissection
39227	CalotTriangleDissection
39228	CalotTriangleDissection
39229	CalotTriangleDissection
39230	CalotTriangleDissection
39231	CalotTriangleDissection
39232	CalotTriangleDissection
39233	CalotTriangleDissection
39234	CalotTriangleDissection
39235	CalotTriangleDissection
39236	CalotTriangleDissection
39237	CalotTriangleDissection
39238	CalotTriangleDissection
39239	CalotTriangleDissection
39240	CalotTriangleDissection
39241	CalotTriangleDissection
39242	CalotTriangleDissection
39243	CalotTriangleDissection
39244	CalotTriangleDissection
39245	CalotTriangleDissection
39246	CalotTriangleDissection
39247	CalotTriangleDissection
39248	CalotTriangleDissection
39249	CalotTriangleDissection
39250	CalotTriangleDissection
39251	CalotTriangleDissection
39252	CalotTriangleDissection
39253	CalotTriangleDissection
39254	CalotTriangleDissection
39255	CalotTriangleDissection
39256	CalotTriangleDissection
39257	CalotTriangleDissection
39258	CalotTriangleDissection
39259	CalotTriangleDissection
39260	CalotTriangleDissection
39261	CalotTriangleDissection
39262	CalotTriangleDissection
39263	CalotTriangleDissection
39264	CalotTriangleDissection
39265	CalotTriangleDissection
39266	CalotTriangleDissection
39267	CalotTriangleDissection
39268	CalotTriangleDissection
39269	CalotTriangleDissection
39270	CalotTriangleDissection
39271	CalotTriangleDissection
39272	CalotTriangleDissection
39273	CalotTriangleDissection
39274	CalotTriangleDissection
39275	CalotTriangleDissection
39276	CalotTriangleDissection
39277	CalotTriangleDissection
39278	CalotTriangleDissection
39279	CalotTriangleDissection
39280	CalotTriangleDissection
39281	CalotTriangleDissection
39282	CalotTriangleDissection
39283	CalotTriangleDissection
39284	CalotTriangleDissection
39285	CalotTriangleDissection
39286	CalotTriangleDissection
39287	CalotTriangleDissection
39288	CalotTriangleDissection
39289	CalotTriangleDissection
39290	CalotTriangleDissection
39291	CalotTriangleDissection
39292	CalotTriangleDissection
39293	CalotTriangleDissection
39294	CalotTriangleDissection
39295	CalotTriangleDissection
39296	CalotTriangleDissection
39297	CalotTriangleDissection
39298	CalotTriangleDissection
39299	CalotTriangleDissection
39300	CalotTriangleDissection
39301	CalotTriangleDissection
39302	CalotTriangleDissection
39303	CalotTriangleDissection
39304	CalotTriangleDissection
39305	CalotTriangleDissection
39306	CalotTriangleDissection
39307	CalotTriangleDissection
39308	CalotTriangleDissection
39309	CalotTriangleDissection
39310	CalotTriangleDissection
39311	CalotTriangleDissection
39312	CalotTriangleDissection
39313	CalotTriangleDissection
39314	CalotTriangleDissection
39315	CalotTriangleDissection
39316	CalotTriangleDissection
39317	CalotTriangleDissection
39318	CalotTriangleDissection
39319	CalotTriangleDissection
39320	CalotTriangleDissection
39321	CalotTriangleDissection
39322	CalotTriangleDissection
39323	CalotTriangleDissection
39324	CalotTriangleDissection
39325	CalotTriangleDissection
39326	CalotTriangleDissection
39327	CalotTriangleDissection
39328	CalotTriangleDissection
39329	CalotTriangleDissection
39330	CalotTriangleDissection
39331	CalotTriangleDissection
39332	CalotTriangleDissection
39333	CalotTriangleDissection
39334	CalotTriangleDissection
39335	CalotTriangleDissection
39336	CalotTriangleDissection
39337	CalotTriangleDissection
39338	CalotTriangleDissection
39339	CalotTriangleDissection
39340	CalotTriangleDissection
39341	CalotTriangleDissection
39342	CalotTriangleDissection
39343	CalotTriangleDissection
39344	CalotTriangleDissection
39345	CalotTriangleDissection
39346	CalotTriangleDissection
39347	CalotTriangleDissection
39348	CalotTriangleDissection
39349	CalotTriangleDissection
39350	CalotTriangleDissection
39351	CalotTriangleDissection
39352	CalotTriangleDissection
39353	CalotTriangleDissection
39354	CalotTriangleDissection
39355	CalotTriangleDissection
39356	CalotTriangleDissection
39357	CalotTriangleDissection
39358	CalotTriangleDissection
39359	CalotTriangleDissection
39360	CalotTriangleDissection
39361	CalotTriangleDissection
39362	CalotTriangleDissection
39363	CalotTriangleDissection
39364	CalotTriangleDissection
39365	CalotTriangleDissection
39366	CalotTriangleDissection
39367	CalotTriangleDissection
39368	CalotTriangleDissection
39369	CalotTriangleDissection
39370	CalotTriangleDissection
39371	CalotTriangleDissection
39372	CalotTriangleDissection
39373	CalotTriangleDissection
39374	CalotTriangleDissection
39375	CalotTriangleDissection
39376	CalotTriangleDissection
39377	CalotTriangleDissection
39378	CalotTriangleDissection
39379	CalotTriangleDissection
39380	CalotTriangleDissection
39381	CalotTriangleDissection
39382	CalotTriangleDissection
39383	CalotTriangleDissection
39384	CalotTriangleDissection
39385	CalotTriangleDissection
39386	CalotTriangleDissection
39387	CalotTriangleDissection
39388	CalotTriangleDissection
39389	CalotTriangleDissection
39390	CalotTriangleDissection
39391	CalotTriangleDissection
39392	CalotTriangleDissection
39393	CalotTriangleDissection
39394	CalotTriangleDissection
39395	CalotTriangleDissection
39396	CalotTriangleDissection
39397	CalotTriangleDissection
39398	CalotTriangleDissection
39399	CalotTriangleDissection
39400	CalotTriangleDissection
39401	CalotTriangleDissection
39402	CalotTriangleDissection
39403	CalotTriangleDissection
39404	CalotTriangleDissection
39405	CalotTriangleDissection
39406	CalotTriangleDissection
39407	CalotTriangleDissection
39408	CalotTriangleDissection
39409	CalotTriangleDissection
39410	CalotTriangleDissection
39411	CalotTriangleDissection
39412	CalotTriangleDissection
39413	CalotTriangleDissection
39414	CalotTriangleDissection
39415	CalotTriangleDissection
39416	CalotTriangleDissection
39417	CalotTriangleDissection
39418	CalotTriangleDissection
39419	CalotTriangleDissection
39420	CalotTriangleDissection
39421	CalotTriangleDissection
39422	CalotTriangleDissection
39423	CalotTriangleDissection
39424	CalotTriangleDissection
39425	CalotTriangleDissection
39426	CalotTriangleDissection
39427	CalotTriangleDissection
39428	CalotTriangleDissection
39429	CalotTriangleDissection
39430	CalotTriangleDissection
39431	CalotTriangleDissection
39432	CalotTriangleDissection
39433	CalotTriangleDissection
39434	CalotTriangleDissection
39435	CalotTriangleDissection
39436	CalotTriangleDissection
39437	CalotTriangleDissection
39438	CalotTriangleDissection
39439	CalotTriangleDissection
39440	CalotTriangleDissection
39441	CalotTriangleDissection
39442	CalotTriangleDissection
39443	CalotTriangleDissection
39444	CalotTriangleDissection
39445	CalotTriangleDissection
39446	CalotTriangleDissection
39447	CalotTriangleDissection
39448	CalotTriangleDissection
39449	CalotTriangleDissection
39450	CalotTriangleDissection
39451	CalotTriangleDissection
39452	CalotTriangleDissection
39453	CalotTriangleDissection
39454	CalotTriangleDissection
39455	CalotTriangleDissection
39456	CalotTriangleDissection
39457	CalotTriangleDissection
39458	CalotTriangleDissection
39459	CalotTriangleDissection
39460	CalotTriangleDissection
39461	CalotTriangleDissection
39462	CalotTriangleDissection
39463	CalotTriangleDissection
39464	CalotTriangleDissection
39465	CalotTriangleDissection
39466	CalotTriangleDissection
39467	CalotTriangleDissection
39468	CalotTriangleDissection
39469	CalotTriangleDissection
39470	CalotTriangleDissection
39471	CalotTriangleDissection
39472	CalotTriangleDissection
39473	CalotTriangleDissection
39474	CalotTriangleDissection
39475	CalotTriangleDissection
39476	CalotTriangleDissection
39477	CalotTriangleDissection
39478	CalotTriangleDissection
39479	CalotTriangleDissection
39480	CalotTriangleDissection
39481	CalotTriangleDissection
39482	CalotTriangleDissection
39483	CalotTriangleDissection
39484	CalotTriangleDissection
39485	CalotTriangleDissection
39486	CalotTriangleDissection
39487	CalotTriangleDissection
39488	CalotTriangleDissection
39489	CalotTriangleDissection
39490	CalotTriangleDissection
39491	CalotTriangleDissection
39492	CalotTriangleDissection
39493	CalotTriangleDissection
39494	CalotTriangleDissection
39495	CalotTriangleDissection
39496	CalotTriangleDissection
39497	CalotTriangleDissection
39498	CalotTriangleDissection
39499	CalotTriangleDissection
39500	CalotTriangleDissection
39501	CalotTriangleDissection
39502	CalotTriangleDissection
39503	CalotTriangleDissection
39504	CalotTriangleDissection
39505	CalotTriangleDissection
39506	CalotTriangleDissection
39507	CalotTriangleDissection
39508	CalotTriangleDissection
39509	CalotTriangleDissection
39510	CalotTriangleDissection
39511	CalotTriangleDissection
39512	CalotTriangleDissection
39513	CalotTriangleDissection
39514	CalotTriangleDissection
39515	CalotTriangleDissection
39516	CalotTriangleDissection
39517	CalotTriangleDissection
39518	CalotTriangleDissection
39519	CalotTriangleDissection
39520	CalotTriangleDissection
39521	CalotTriangleDissection
39522	CalotTriangleDissection
39523	CalotTriangleDissection
39524	CalotTriangleDissection
39525	CalotTriangleDissection
39526	CalotTriangleDissection
39527	CalotTriangleDissection
39528	CalotTriangleDissection
39529	CalotTriangleDissection
39530	CalotTriangleDissection
39531	CalotTriangleDissection
39532	CalotTriangleDissection
39533	CalotTriangleDissection
39534	CalotTriangleDissection
39535	CalotTriangleDissection
39536	CalotTriangleDissection
39537	CalotTriangleDissection
39538	CalotTriangleDissection
39539	CalotTriangleDissection
39540	CalotTriangleDissection
39541	CalotTriangleDissection
39542	CalotTriangleDissection
39543	CalotTriangleDissection
39544	CalotTriangleDissection
39545	CalotTriangleDissection
39546	CalotTriangleDissection
39547	CalotTriangleDissection
39548	CalotTriangleDissection
39549	CalotTriangleDissection
39550	CalotTriangleDissection
39551	CalotTriangleDissection
39552	CalotTriangleDissection
39553	CalotTriangleDissection
39554	CalotTriangleDissection
39555	CalotTriangleDissection
39556	CalotTriangleDissection
39557	CalotTriangleDissection
39558	CalotTriangleDissection
39559	CalotTriangleDissection
39560	CalotTriangleDissection
39561	CalotTriangleDissection
39562	CalotTriangleDissection
39563	CalotTriangleDissection
39564	CalotTriangleDissection
39565	CalotTriangleDissection
39566	CalotTriangleDissection
39567	CalotTriangleDissection
39568	CalotTriangleDissection
39569	CalotTriangleDissection
39570	CalotTriangleDissection
39571	CalotTriangleDissection
39572	CalotTriangleDissection
39573	CalotTriangleDissection
39574	CalotTriangleDissection
39575	CalotTriangleDissection
39576	CalotTriangleDissection
39577	CalotTriangleDissection
39578	CalotTriangleDissection
39579	CalotTriangleDissection
39580	CalotTriangleDissection
39581	CalotTriangleDissection
39582	CalotTriangleDissection
39583	CalotTriangleDissection
39584	CalotTriangleDissection
39585	CalotTriangleDissection
39586	CalotTriangleDissection
39587	CalotTriangleDissection
39588	CalotTriangleDissection
39589	CalotTriangleDissection
39590	CalotTriangleDissection
39591	CalotTriangleDissection
39592	CalotTriangleDissection
39593	CalotTriangleDissection
39594	CalotTriangleDissection
39595	CalotTriangleDissection
39596	CalotTriangleDissection
39597	CalotTriangleDissection
39598	CalotTriangleDissection
39599	CalotTriangleDissection
39600	CalotTriangleDissection
39601	CalotTriangleDissection
39602	CalotTriangleDissection
39603	CalotTriangleDissection
39604	CalotTriangleDissection
39605	CalotTriangleDissection
39606	CalotTriangleDissection
39607	CalotTriangleDissection
39608	CalotTriangleDissection
39609	CalotTriangleDissection
39610	CalotTriangleDissection
39611	CalotTriangleDissection
39612	CalotTriangleDissection
39613	CalotTriangleDissection
39614	CalotTriangleDissection
39615	CalotTriangleDissection
39616	CalotTriangleDissection
39617	CalotTriangleDissection
39618	CalotTriangleDissection
39619	CalotTriangleDissection
39620	CalotTriangleDissection
39621	CalotTriangleDissection
39622	CalotTriangleDissection
39623	CalotTriangleDissection
39624	CalotTriangleDissection
39625	CalotTriangleDissection
39626	CalotTriangleDissection
39627	CalotTriangleDissection
39628	CalotTriangleDissection
39629	CalotTriangleDissection
39630	CalotTriangleDissection
39631	CalotTriangleDissection
39632	CalotTriangleDissection
39633	CalotTriangleDissection
39634	CalotTriangleDissection
39635	CalotTriangleDissection
39636	CalotTriangleDissection
39637	CalotTriangleDissection
39638	CalotTriangleDissection
39639	CalotTriangleDissection
39640	CalotTriangleDissection
39641	CalotTriangleDissection
39642	CalotTriangleDissection
39643	CalotTriangleDissection
39644	CalotTriangleDissection
39645	CalotTriangleDissection
39646	CalotTriangleDissection
39647	CalotTriangleDissection
39648	CalotTriangleDissection
39649	CalotTriangleDissection
39650	CalotTriangleDissection
39651	CalotTriangleDissection
39652	CalotTriangleDissection
39653	CalotTriangleDissection
39654	CalotTriangleDissection
39655	CalotTriangleDissection
39656	CalotTriangleDissection
39657	CalotTriangleDissection
39658	CalotTriangleDissection
39659	CalotTriangleDissection
39660	CalotTriangleDissection
39661	CalotTriangleDissection
39662	CalotTriangleDissection
39663	CalotTriangleDissection
39664	CalotTriangleDissection
39665	CalotTriangleDissection
39666	CalotTriangleDissection
39667	CalotTriangleDissection
39668	CalotTriangleDissection
39669	CalotTriangleDissection
39670	CalotTriangleDissection
39671	CalotTriangleDissection
39672	CalotTriangleDissection
39673	CalotTriangleDissection
39674	CalotTriangleDissection
39675	CalotTriangleDissection
39676	CalotTriangleDissection
39677	CalotTriangleDissection
39678	CalotTriangleDissection
39679	CalotTriangleDissection
39680	CalotTriangleDissection
39681	CalotTriangleDissection
39682	CalotTriangleDissection
39683	CalotTriangleDissection
39684	CalotTriangleDissection
39685	CalotTriangleDissection
39686	CalotTriangleDissection
39687	CalotTriangleDissection
39688	CalotTriangleDissection
39689	CalotTriangleDissection
39690	CalotTriangleDissection
39691	CalotTriangleDissection
39692	CalotTriangleDissection
39693	CalotTriangleDissection
39694	CalotTriangleDissection
39695	CalotTriangleDissection
39696	CalotTriangleDissection
39697	CalotTriangleDissection
39698	CalotTriangleDissection
39699	CalotTriangleDissection
39700	CalotTriangleDissection
39701	CalotTriangleDissection
39702	CalotTriangleDissection
39703	CalotTriangleDissection
39704	CalotTriangleDissection
39705	CalotTriangleDissection
39706	CalotTriangleDissection
39707	CalotTriangleDissection
39708	CalotTriangleDissection
39709	CalotTriangleDissection
39710	CalotTriangleDissection
39711	CalotTriangleDissection
39712	CalotTriangleDissection
39713	CalotTriangleDissection
39714	CalotTriangleDissection
39715	CalotTriangleDissection
39716	CalotTriangleDissection
39717	CalotTriangleDissection
39718	CalotTriangleDissection
39719	CalotTriangleDissection
39720	CalotTriangleDissection
39721	CalotTriangleDissection
39722	CalotTriangleDissection
39723	CalotTriangleDissection
39724	CalotTriangleDissection
39725	CalotTriangleDissection
39726	CalotTriangleDissection
39727	CalotTriangleDissection
39728	CalotTriangleDissection
39729	CalotTriangleDissection
39730	CalotTriangleDissection
39731	CalotTriangleDissection
39732	CalotTriangleDissection
39733	CalotTriangleDissection
39734	CalotTriangleDissection
39735	CalotTriangleDissection
39736	CalotTriangleDissection
39737	CalotTriangleDissection
39738	CalotTriangleDissection
39739	CalotTriangleDissection
39740	CalotTriangleDissection
39741	CalotTriangleDissection
39742	CalotTriangleDissection
39743	CalotTriangleDissection
39744	CalotTriangleDissection
39745	CalotTriangleDissection
39746	CalotTriangleDissection
39747	CalotTriangleDissection
39748	CalotTriangleDissection
39749	CalotTriangleDissection
39750	CalotTriangleDissection
39751	CalotTriangleDissection
39752	CalotTriangleDissection
39753	CalotTriangleDissection
39754	CalotTriangleDissection
39755	CalotTriangleDissection
39756	CalotTriangleDissection
39757	CalotTriangleDissection
39758	CalotTriangleDissection
39759	CalotTriangleDissection
39760	CalotTriangleDissection
39761	CalotTriangleDissection
39762	CalotTriangleDissection
39763	CalotTriangleDissection
39764	CalotTriangleDissection
39765	CalotTriangleDissection
39766	CalotTriangleDissection
39767	CalotTriangleDissection
39768	CalotTriangleDissection
39769	CalotTriangleDissection
39770	CalotTriangleDissection
39771	CalotTriangleDissection
39772	CalotTriangleDissection
39773	CalotTriangleDissection
39774	CalotTriangleDissection
39775	CalotTriangleDissection
39776	CalotTriangleDissection
39777	CalotTriangleDissection
39778	CalotTriangleDissection
39779	CalotTriangleDissection
39780	CalotTriangleDissection
39781	CalotTriangleDissection
39782	CalotTriangleDissection
39783	CalotTriangleDissection
39784	CalotTriangleDissection
39785	CalotTriangleDissection
39786	CalotTriangleDissection
39787	CalotTriangleDissection
39788	CalotTriangleDissection
39789	CalotTriangleDissection
39790	CalotTriangleDissection
39791	CalotTriangleDissection
39792	CalotTriangleDissection
39793	CalotTriangleDissection
39794	CalotTriangleDissection
39795	CalotTriangleDissection
39796	CalotTriangleDissection
39797	CalotTriangleDissection
39798	CalotTriangleDissection
39799	CalotTriangleDissection
39800	CalotTriangleDissection
39801	CalotTriangleDissection
39802	CalotTriangleDissection
39803	CalotTriangleDissection
39804	CalotTriangleDissection
39805	CalotTriangleDissection
39806	CalotTriangleDissection
39807	CalotTriangleDissection
39808	CalotTriangleDissection
39809	CalotTriangleDissection
39810	CalotTriangleDissection
39811	CalotTriangleDissection
39812	CalotTriangleDissection
39813	CalotTriangleDissection
39814	CalotTriangleDissection
39815	CalotTriangleDissection
39816	CalotTriangleDissection
39817	CalotTriangleDissection
39818	CalotTriangleDissection
39819	CalotTriangleDissection
39820	CalotTriangleDissection
39821	CalotTriangleDissection
39822	CalotTriangleDissection
39823	CalotTriangleDissection
39824	CalotTriangleDissection
39825	CalotTriangleDissection
39826	CalotTriangleDissection
39827	CalotTriangleDissection
39828	CalotTriangleDissection
39829	CalotTriangleDissection
39830	CalotTriangleDissection
39831	CalotTriangleDissection
39832	CalotTriangleDissection
39833	CalotTriangleDissection
39834	CalotTriangleDissection
39835	CalotTriangleDissection
39836	CalotTriangleDissection
39837	CalotTriangleDissection
39838	CalotTriangleDissection
39839	CalotTriangleDissection
39840	CalotTriangleDissection
39841	CalotTriangleDissection
39842	CalotTriangleDissection
39843	CalotTriangleDissection
39844	CalotTriangleDissection
39845	CalotTriangleDissection
39846	CalotTriangleDissection
39847	CalotTriangleDissection
39848	CalotTriangleDissection
39849	CalotTriangleDissection
39850	CalotTriangleDissection
39851	CalotTriangleDissection
39852	CalotTriangleDissection
39853	CalotTriangleDissection
39854	CalotTriangleDissection
39855	CalotTriangleDissection
39856	CalotTriangleDissection
39857	CalotTriangleDissection
39858	CalotTriangleDissection
39859	CalotTriangleDissection
39860	CalotTriangleDissection
39861	CalotTriangleDissection
39862	CalotTriangleDissection
39863	CalotTriangleDissection
39864	CalotTriangleDissection
39865	CalotTriangleDissection
39866	CalotTriangleDissection
39867	CalotTriangleDissection
39868	CalotTriangleDissection
39869	CalotTriangleDissection
39870	CalotTriangleDissection
39871	CalotTriangleDissection
39872	CalotTriangleDissection
39873	CalotTriangleDissection
39874	CalotTriangleDissection
39875	CalotTriangleDissection
39876	CalotTriangleDissection
39877	CalotTriangleDissection
39878	CalotTriangleDissection
39879	CalotTriangleDissection
39880	CalotTriangleDissection
39881	CalotTriangleDissection
39882	CalotTriangleDissection
39883	CalotTriangleDissection
39884	CalotTriangleDissection
39885	CalotTriangleDissection
39886	CalotTriangleDissection
39887	CalotTriangleDissection
39888	CalotTriangleDissection
39889	CalotTriangleDissection
39890	CalotTriangleDissection
39891	CalotTriangleDissection
39892	CalotTriangleDissection
39893	CalotTriangleDissection
39894	CalotTriangleDissection
39895	CalotTriangleDissection
39896	CalotTriangleDissection
39897	CalotTriangleDissection
39898	CalotTriangleDissection
39899	CalotTriangleDissection
39900	CalotTriangleDissection
39901	CalotTriangleDissection
39902	CalotTriangleDissection
39903	CalotTriangleDissection
39904	CalotTriangleDissection
39905	CalotTriangleDissection
39906	CalotTriangleDissection
39907	CalotTriangleDissection
39908	CalotTriangleDissection
39909	CalotTriangleDissection
39910	CalotTriangleDissection
39911	CalotTriangleDissection
39912	CalotTriangleDissection
39913	CalotTriangleDissection
39914	CalotTriangleDissection
39915	CalotTriangleDissection
39916	CalotTriangleDissection
39917	CalotTriangleDissection
39918	CalotTriangleDissection
39919	CalotTriangleDissection
39920	CalotTriangleDissection
39921	CalotTriangleDissection
39922	CalotTriangleDissection
39923	CalotTriangleDissection
39924	CalotTriangleDissection
39925	CalotTriangleDissection
39926	CalotTriangleDissection
39927	CalotTriangleDissection
39928	CalotTriangleDissection
39929	CalotTriangleDissection
39930	CalotTriangleDissection
39931	CalotTriangleDissection
39932	CalotTriangleDissection
39933	CalotTriangleDissection
39934	CalotTriangleDissection
39935	CalotTriangleDissection
39936	CalotTriangleDissection
39937	CalotTriangleDissection
39938	CalotTriangleDissection
